"","Brewery","City","State","Beer","Style","ABV","IBU","Ounces"
"965","Tallgrass Brewing Company","Manhattan"," KS","Vanilla Bean Buffalo Sweat","Oatmeal Stout",0.05,20,16
"966","Tallgrass Brewing Company","Manhattan"," KS","Tallgrass Ale","American Brown Ale",0.044,22,16
"967","Tallgrass Brewing Company","Manhattan"," KS","Buffalo Sweat (2010)","Milk / Sweet Stout",0.05,20,16
"968","Tallgrass Brewing Company","Manhattan"," KS","8-Bit Pale Ale","American Pale Ale (APA)",0.052,NA,16
"969","Tallgrass Brewing Company","Manhattan"," KS","Ethos IPA","American IPA",0.068,110,16
"970","Tallgrass Brewing Company","Manhattan"," KS","Tallgrass IPA","American IPA",0.063,60,16
"971","Tallgrass Brewing Company","Manhattan"," KS","Zombie Monkie","American Porter",0.062,35,16
"972","Tallgrass Brewing Company","Manhattan"," KS","Halcyon Unfiltered Wheat","American Pale Wheat Ale",0.05,20,12
"973","Tallgrass Brewing Company","Manhattan"," KS","Köld Lager (2010)","German Pilsener",0.05,16,16
"974","Tallgrass Brewing Company","Manhattan"," KS","Buffalo Sweat","Milk / Sweet Stout",0.05,20,16
"975","Tallgrass Brewing Company","Manhattan"," KS","Wild Plum Farmhouse Ale","Saison / Farmhouse Ale",0.056,20,16
"976","Tallgrass Brewing Company","Manhattan"," KS","Halcyon Unfiltered Wheat","American Pale Wheat Ale",0.05,20,16
"977","Tallgrass Brewing Company","Manhattan"," KS","Wooden Rooster","Tripel",0.085,34,16.9
"978","Tallgrass Brewing Company","Manhattan"," KS","Velvet Rooster","Tripel",0.085,NA,16
"979","Tallgrass Brewing Company","Manhattan"," KS","Ginger Peach Saison","Saison / Farmhouse Ale",0.048,20,16
"980","Tallgrass Brewing Company","Manhattan"," KS","Oasis","Extra Special / Strong Bitter (ESB)",0.072,93,16
"981","Tallgrass Brewing Company","Manhattan"," KS","Oasis (2010)","American Double / Imperial IPA",0.072,93,16
"982","Defiance Brewing Company","Hays"," KS","Thrasher Session India Pale Ale","American IPA",0.045,44,12
"983","Defiance Brewing Company","Hays"," KS","Gutch English Style Mild Ale","English Pale Mild Ale",0.05,16,12
"984","High Noon Saloon And Brewery","Leavenworth"," KS","Oregon Trail Unfiltered Raspberry Wheat","Fruit / Vegetable Beer",0.045,NA,12
"985","High Noon Saloon And Brewery","Leavenworth"," KS","Tonganoxie Honey Wheat","American Pale Wheat Ale",0.044,22,12
"986","High Noon Saloon And Brewery","Leavenworth"," KS","Annie's Amber Ale","American Amber / Red Ale",0.055,NA,12
"987","Against the Grain Brewery","Louisville"," KY","A Beer","American Pale Ale (APA)",0.042,42,16
"988","Against the Grain Brewery","Louisville"," KY","Citra Ass Down","American Double / Imperial IPA",0.08,68,16
"989","Against the Grain Brewery","Louisville"," KY","London Balling","English Barleywine",0.125,80,16
"990","Against the Grain Brewery","Louisville"," KY","35 K","Milk / Sweet Stout",0.077,25,16
"991","Against the Grain Brewery","Louisville"," KY","Bloody Show","American Pilsner",0.055,17,16
"992","Against the Grain Brewery","Louisville"," KY","Rules are Rules","German Pilsener",0.05,25,16
"993","Against the Grain Brewery","Louisville"," KY","Flesh Gourd'n","Pumpkin Ale",0.066,21,16
"994","Against the Grain Brewery","Louisville"," KY","Sho'nuff","Belgian Pale Ale",0.04,13,16
"995","Against the Grain Brewery","Louisville"," KY","Pile of Face","American IPA",0.06,65,16
"996","Against the Grain Brewery","Louisville"," KY","The Brown Note","English Brown Ale",0.05,20,16
"997","Against the Grain Brewery","Louisville"," KY","Rico Sauvin","American Double / Imperial IPA",0.076,68,16
"998","Against the Grain Brewery","Louisville"," KY","Coq de la Marche","Saison / Farmhouse Ale",0.051,38,16
"999","Against the Grain Brewery","Louisville"," KY","Kamen Knuddeln","American Wild Ale",0.065,NA,16
"1000","Against The Grain Brewery","Louisville"," KY","Citra Ass Down","American IPA",0.082,68,16
"1001","Against The Grain Brewery","Louisville"," KY","The Brown Note","American Brown Ale",0.05,20,16
"1002","West Sixth Brewing","Lexington"," KY","Christmas Ale","Herbed / Spiced Beer",0.09,NA,12
"1003","West Sixth Brewing","Lexington"," KY","West Sixth IPA","American IPA",NA,NA,12
"1004","West Sixth Brewing","Lexington"," KY","Pay It Forward Cocoa Porter","American Porter",0.07,NA,12
"1005","West Sixth Brewing","Lexington"," KY","West Sixth Amber Ale","American Amber / Red Ale",0.055,NA,12
"1006","Alltech's Lexington Brewing Company","Lexington"," KY","Kentucky IPA","American IPA",0.065,NA,16
"1007","Alltech's Lexington Brewing Company","Lexington"," KY","Kentucky Kölsch","Kölsch",0.043,NA,16
"1008","Tin Roof Brewing Company","Baton Rouge"," LA","Turnrow Harvest Ale","American Blonde Ale",0.055,NA,12
"1009","Tin Roof Brewing Company","Baton Rouge"," LA","Tin Roof Watermelon Wheat","Fruit / Vegetable Beer",0.05,21,12
"1010","Tin Roof Brewing Company","Baton Rouge"," LA","Parade Ground Coffee Porter","American Porter",0.07,35,12
"1011","Tin Roof Brewing Company","Baton Rouge"," LA","Juke Joint IPA","American IPA",0.07,60,12
"1012","Tin Roof Brewing Company","Baton Rouge"," LA","Voodoo Bengal Pale Ale","American Pale Ale (APA)",0.055,37,12
"1013","Tin Roof Brewing Company","Baton Rouge"," LA","Tin Roof Blonde Ale","American Blonde Ale",0.045,18,12
"1014","Tin Roof Brewing Company","Baton Rouge"," LA","Perfect Tin Amber","American Amber / Red Ale",0.045,28,12
"1015","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","Rebirth Pale Ale","American Pale Ale (APA)",0.05,NA,12
"1016","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","Hopitoulas IPA","American IPA",0.065,NA,16
"1017","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","NOLA Blonde Ale","American Blonde Ale",0.049,NA,12
"1018","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","NOLA Brown Ale","English Dark Mild Ale",0.039,NA,12
"1019","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","MechaHopzilla","American Double / Imperial IPA",0.088,NA,16
"1020","New Orleans Lager & Ale Brewing ...","New Orleans"," LA","Irish Channel Stout","American Stout",0.068,NA,16
"1021","Great Raft Brewing Company","Shreveport"," LA","Commotion APA","American Pale Ale (APA)",0.052,49,12
"1022","Great Raft Brewing Company","Shreveport"," LA","Southern Drawl Pale Lager","American Pale Lager",0.052,NA,12
"1023","Abita Brewing Company","Abita Springs"," LA","Abita Amber","American Amber / Red Lager",0.045,17,12
"1024","Abita Brewing Company","Abita Springs"," LA","Jockamo IPA","American IPA",0.065,52,12
"1025","Abita Brewing Company","Abita Springs"," LA","Purple Haze","Fruit / Vegetable Beer",0.042,13,12
"1026","Covington Brewhouse","Covington"," LA","Heiner Brau Kölsch","Kölsch",0.05,NA,12
"1027","Jack's Abby Craft Lagers","Framingham"," MA","Excess IPL","American India Pale Lager",0.072,80,16
"1028","Jack's Abby Craft Lagers","Framingham"," MA","Leisure Time","American Pale Lager",0.048,15,12
"1029","Jack's Abby Craft Lagers","Framingham"," MA","Hoponius Union","American India Pale Lager",0.067,65,12
"1030","Jack's Abby Craft Lagers","Framingham"," MA","Calyptra","American India Pale Lager",0.049,45,12
"1031","Jack's Abby Craft Lagers","Framingham"," MA","House Lager","Keller Bier / Zwickel Bier",0.052,18,16
"1032","Blackrocks Brewery","Marquette"," MA","Flying Sailor","Rye Beer",0.073,NA,12
"1033","Beer Works Brewery","Lowell"," MA","Fenway American Pale Ale","American Pale Ale (APA)",0.058,45,12
